ticker,name,type,currency,description
T2050A3.71,IPCA+ 2050 Aplicado em 04/09/2019,TESOURO_DIRETO,BRL,"TESOURO IPCA+ COM JUROS SEMESTRAIS 2050, VENCIMENTO: 15/08/2050, Quantidade 2 ao preço de 4589.86 em 2019-09-04."
